"","birth_yr","registered_voter","gender","race_eth","educ","pid7","ideology","income","facets_1","facets_2","facets_3","facets_4","facets_5","facets_6","facets_7","facets_8","facets_9","facets_10","facets_11","facets_12","facets_13","facets_14","facets_15","facets_16","facets_17","facets_18","facets_19","facets_20","big_five_1","big_five_2","big_five_3","big_five_4","big_five_5","big_five_6","big_five_7","big_five_8","big_five_9","big_five_10","vote","prefered_candidate","talk_politics","display_sign","persuade_vote","donate","written_politician","vote_2012","abortion","birth_citizenship","gay_marriage","affirmative_action","guns","global_warming","anger","breakfast_control","anger_politics","salience","cand_strong_position","compromise","blame_other_party","govt_corrupt","govt_unresponsive","govt_satisfied","vote_likelihood_2016","talk_about_2016","donate_likelihood16","display_yard_sign16","work_campaign16","attend_rally16"
"1279","1991","1","2","5","4","1","4","4","5","1","1","1","1","1","5","1","1","5","1","1","1","1","1","1","1","1","5","1","7","1","7","1","7","7","7","7","7","7","1","1","5","2","2","2","2","1","4","1","1","1","3","1","","","","POLITICS IS VERY CONTROVERISAL; EVERYONE HAS DIFFERENT OPINIONS AND THEY BRING OUT THE GOOD AND THE WORST IN PEOPLE.","1","1","1","5","5","5","1","1","1","1","1","1"
"1280","1998","1","2","2","1","1","1","10","5","5","4","5","4","2","2","2","3","2","3","4","3","4","1","2","1","1","4","3","5","4","6","6","7","5","3","2","2","1","2","2","2","2","1","2","1","2","4","2","1","1","1","1","","","","i took an economic class in high school, and the teacher pulled up a graph showing that white teens were being hired more than black teens. Although my teacher had explained that all the statistics had been put into play and the graph was completely accurate. This didn't stop students from easing their hands asking ""well maybe white teens were applying more."" this made me think about the denial of racism within the united states and how to government was supposed to stop a problem that SO MANY PEOPLE were denying even exists.","4","4","4","8","9","3","5","6","7","7","7","5"
"1281","1979","1","2","1","4","5","6","12","4","4","1","4","3","2","4","4","2","2","3","4","2","1","2","2","4","4","4","4","1","2","7","4","5","6","6","2","5","6","1","15","2","2","2","2","1","1","1","1","3","3","1","4","","","When the FBI says the Secretary of State did things she shouldn't have, but they aren't going to prosecute. They then implied that if any else does it, they would prosecute.","","1","4","3","9","9","1","1","1","7","3","7","7"
"1282","1982","1","2","1","6","2","4","6","4","3","3","3","3","2","4","2","2","4","2","2","3","2","2","2","2","3","4","3","4","4","4","4","4","4","4","4","4","4","1","1","1","2","2","2","2","1","2","1","1","3","3","1","I got angry the other day, cause gas all the sudden went up. It was out of nowhere, i wish they would given us a notice, so we could budget for it better. I hope the gas price gets better, and in the future warn us.","","","","2","3","4","5","5","5","1","4","4","3","7","7"
"1283","1947","1","2","1","1","1","3","8","2","1","1","1","1","5","5","5","4","5","1","1","1","1","1","4","4","4","5","4","2","2","6","1","5","6","7","1","7","3","1","1","6","2","2","2","2","1","3","2","2","2","1","3","","","","I feel like the person we have foe president does not have much of a voice in anything the happens in our country. He is mainly a person to take all the things that congress and the people throw at this office. He is the scape goat for all the bad things and no one gives him any credit for the good things. Our president has tried many times to make things better only to have the opposing party to defeat his efforts. It is a shame that the congress and the republican party gets away with doing this.","1","1","1","10","-99","1","1","1","7","4","7","7"
"1284","1982","1","1","1","4","2","4","9","4","2","2","3","2","4","5","4","4","4","2","1","2","1","2","4","3","4","5","4","5","6","7","2","7","4","5","3","5","4","1","1","5","2","1","2","2","1","2","2","1","2","1","2","","","I didn't like when Donald Trump was elected by the Republicans as their representative. I mean this guy is the worst choice for president. How can anyone expect him to be a good president if he had publicly shown signs of racism (for example, with his signature frase ""mexicans go home"") and no respect for women (insulting a Miss Universe)? /  / He may be a businessman but it doesn't mean he has the full capacity to govern the country. I think he is one of the worst candidates I've ever seen!!  ","","2","2","4","3","4","7","2","2","3","4","4","3"
"1285","1954","1","2","1","3","3","3","7","4","3","3","3","3","3","2","2","4","4","2","3","3","3","3","3","3","3","3","3","5","2","5","3","6","5","7","3","5","3","2","2","1","2","2","2","2","1","4","3","1","3","1","1","","","I am currently very angry about the political circus that is going on presently.  What a joke it has become.  We must be the laughing stock of the world with Donald Trump spewing insult so everyone possible.  Somebody's looks should have nothing to do with politics.  He SCREAMS everything he says and he is by far the most undiplomatic candidate I have ever seen.  I pray to God that he does not get elected because if he does the United States is doomed.  He will make enemies with every country in this world.","","1","1","7","5","5","4","1","4","7","7","7","7"
"1286","1951","1","2","1","4","1","1","7","3","1","3","4","3","3","3","3","2","3","2","2","2","1","1","3","3","3","3","3","4","2","7","3","5","5","5","1","5","2","1","1","3","2","2","2","2","1","4","3","1","5","1","1","","","When black voters in the south were told they could not vote or were kept from voting.  I was so disgusted, so non believing that this could happen.  That republicans or anyone could take advantage  of  anyone is just so low, words cannot express how I felt betrayed by this group of supposedly educated people against others who had no way to defend themselves or stand for their legal right.","","2","2","4","5","5","5","1","4","7","7","7","7"
"1287","1978","1","1","2","4","1","4","6","2","1","1","1","2","4","5","3","2","5","1","1","1","1","1","3","4","1","5","4","6","1","7","1","7","3","6","1","7","2","1","2","3","2","2","2","2","1","3","3","3","2","1","2","","This morning I ate eggs and toast with a glass of orange juice. This meal was fulfilling and made me feel quite happy. It was hot, delicious, and reminded me of past times.","","","2","2","2","0","0","7","1","1","5","6","5","3"
"1288","1955","1","2","1","2","4","4","12","2","3","3","3","3","3","3","3","2","2","3","2","3","3","3","3","3","3","3","3","3","2","5","4","5","5","5","3","5","3","2","2","1","2","2","2","2","1","2","2","3","2","1","3","","","","","3","2","5","4","5","4","3","7","7","7","7","7"
"1289","","1","1","2","1","4","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","4","3","3","4","5","5","3","4","2","2","4","2","2","2","2","2","4","2","1","1","3","1","","","No comment","","4","3","4","5","5","5","4","4","4","4","4","4"
"1290","1968","1","1","1","4","5","7","4","4","4","3","2","3","4","4","3","2","4","2","2","2","3","1","4","5","3","5","3","2","2","4","2","6","6","5","5","5","1","2","18","2","1","2","2","1","1","1","1","2","4","3","2","A neighbor tortured and killed animals but never went to prison.","","","","4","4","2","6","6","2","1","4","7","1","7","7"
"1291","1957","1","2","1","4","1","2","8","4","2","2","2","4","2","2","2","1","4","2","4","2","2","2","2","2","2","2","2","5","2","7","2","5","6","6","1","6","3","1","1","3","2","1","2","1","1","4","1","1","2","1","1","","","The most frustrating situation to me is that congress will not pass common sense gun legislation. No one wants to take away our ""right to bear arms"", but the law should restrict certain individuals from obtaining weapons. Any person convicted of violent crime or a felony, and persons with a history of mental instability should not be allowed to purchase any firearm. Congress has bowed consistently to pressure from the gun lobby, ie the NRA, and voted down any stricter gun legislation, and it is consistently the Republicans who do this along party lines. ","","1","2","7","6","8","1","1","1","6","6","6","2"
"1292","1980","1","1","1","5","1","4","16","4","4","3","4","2","3","5","3","3","3","2","2","4","1","3","4","3","3","5","4","7","6","5","7","7","6","6","4","7","5","1","1","3","2","2","2","1","1","1","1","2","2","1","1","","this morning I ate a tuna sandwich and I felt happy because I really like tuna sandwich","","","3","1","7","0","1","5","1","1","6","4","6","3"
"1293","1954","1","1","3","2","4","4","6","2","3","1","1","1","3","4","3","1","3","1","1","1","1","1","3","3","1","4","3","4","1","5","1","4","6","4","1","6","5","2","18","1","2","2","2","2","1","4","1","3","4","1","2","","","don't remember","","4","1","4","9","9","1","1","6","7","7","7","7"
"1294","1992","1","2","1","1","4","4","4","5","5","4","5","3","2","3","3","1","3","4","4","4","2","2","2","3","2","3","2","4","5","6","5","4","5","7","1","4","4","2","18","3","2","1","2","2","1","1","3","2","2","1","2","","","","","2","3","4","4","5","4","2","2","7","6","7","7"
"1295","1955","1","1","1","5","4","4","5","4","1","1","-99","1","1","5","5","5","5","2","2","1","1","1","4","4","3","5","3","5","3","7","1","7","6","4","5","7","5","2","1","4","2","2","2","1","1","4","2","1","1","1","1","","","","every time i observe Trump speak all i can think of is how diminished  the USA will become, on the world stage, were he to become president","3","1","5","6","8","3","1","1","7","7","7","7"
"1296","1955","1","2","1","3","5","5","5","3","4","3","3","4","3","4","3","4","4","2","2","2","1","2","3","3","4","4","3","2","2","6","2","5","6","6","3","3","4","1","14","2","2","2","2","2","1","3","1","3","3","3","2","","","I am angry now. I am tired of all the anger and closed minds. I am tired of this 2 party system and closing out other parties. I am tired of these politicians getting away away with thier crimes and its no big deal. I am tired of all the waste in government. I am tired of them telling me they no what it feels like to be middle class or poorer. Do they even know what its like to the grocery store and not be able to buy all the basics. To live one paycheck from being homeless. Save hah, when their is not enough to meet even the basic needs. I don't believe in giving everybody everything, they don't always appreciate it. Welfare should involve community service.d But politicians are over paid and wasteful. Term limits yes.","","4","3","6","10","10","0","3","4","7","7","7","7"
"1297","1987","1","2","2","5","1","6","4","4","2","2","3","3","2","4","4","4","4","2","4","2","2","2","2","3","2","4","4","6","2","6","3","6","4","6","1","4","3","1","2","1","2","2","2","2","1","4","2","1","5","3","2","","","when donald trump decided to run for president. i don't understand why we didn't vote Bernie in. Hilary is not any better","","1","1","4","10","10","0","1","7","7","7","7","7"
"1298","1976","1","2","1","2","1","2","6","4","1","2","3","4","5","5","4","2","4","2","2","2","1","3","5","5","5","5","4","6","2","6","3","6","3","6","1","5","3","1","1","3","2","1","2","2","1","2","1","2","2","1","2","","","What's annoying that leads to my anger is when a national politician flip-flops on a lot of issues, saying one thing today and another thing the next day. We are not stupid as people. We get angry when we are not accorded the human respect that we should be getting like being insulted in the face of all the people in America. And it's even resentful when someone acts pretentiously on our behalf is solving our miseries when that politician doesn't know or have no solutions to offer at all. Don't let the idiosyncrasies of politicians get the better of us but let's rather focus on the well-being of our nation.","","2","1","5","2","2","7","1","3","4","3","4","3"
"1299","1990","1","2","1","5","6","6","9","4","4","4","4","4","3","4","3","3","3","3","4","4","2","2","2","2","2","2","3","2","2","6","5","6","6","6","1","5","3","1","14","2","2","2","2","2","1","2","2","2","3","3","2","","","","what about politics? This election cycle or ...?","2","2","5","4","4","5","1","3","6","4","4","4"
"1300","1963","1","2","5","2","4","4","3","4","4","3","5","4","4","3","4","3","3","2","4","4","2","3","2","3","2","3","3","6","5","5","7","5","6","6","3","5","3","1","2","3","2","1","2","2","1","3","2","3","1","1","2","","","Politicians that make it OK to cheat on their wife's it's so disappointed in the way they run their decisions I see this over and over again it makes me feel sad and not to trust them at all. ","","4","2","5","7","6","4","4","4","7","6","6","4"
"1301","1949","1","1","2","2","1","4","4","3","1","1","1","1","4","4","4","3","4","1","1","1","1","2","4","4","4","5","4","6","1","7","2","6","6","6","2","5","4","1","1","1","2","2","2","2","1","2","1","3","1","1","1","","","","We must be sure to vote for the right person to be put in office. A candidate that will do what's best for our country and all citizens.","1","2","4","1","1","7","1","2","4","3","3","4"
"1302","1962","1","2","1","5","4","4","15","4","1","1","1","1","5","5","5","4","5","1","1","1","1","1","5","5","5","5","5","7","2","6","1","7","6","7","1","7","1","2","9","8","2","1","2","2","1","4","2","1","3","3","2","","no breakfast for me - only coffee","","","1","2","4","1","8","3","1","1","7","4","7","7"
"1303","1959","1","2","1","5","6","4","6","5","3","2","4","3","2","4","3","3","3","1","2","2","1","1","4","4","4","4","4","3","1","7","4","4","7","7","1","6","6","2","1","4","2","2","2","2","1","4","1","3","4","1","1",""," I had my usual yogurt and coffe. I felt as though I was keeping with my healthy lifestyle.","","","4","2","5","7","8","2","1","3","7","7","7","7"
"1304","1994","1","2","5","3","6","6","9","4","2","4","5","1","2","4","5","5","5","2","2","1","1","1","2","4","2","5","2","5","2","7","2","7","3","2","2","7","2","1","9","4","2","1","2","2","1","1","2","2","2","3","2","","","","The fact that two candidates of my least liking are the two main runner up for president is a huge issue to me. I do not want to vote for either one of them because one goes against my beliefs and the other is just plain ignorant. All goes to show that with money, you can accomplish anything. ","1","4","7","9","1","3","6","2","7","7","7","7"
"1305","1953","1","2","1","3","6","2","15","4","3","3","4","4","2","4","3","4","2","2","2","4","2","2","3","2","2","4","3","5","3","6","3","5","3","6","1","6","6","2","1","2","2","2","2","2","1","3","2","1","2","1","4","","I had a bowl of cherries for breakfast and felt energized ","","","2","1","4","3","2","6","1","2","7","7","7","7"
"1306","1992","1","2","1","4","7","6","6","4","3","3","3","3","2","3","3","3","4","3","3","2","1","2","3","4","3","4","4","1","2","7","2","6","7","6","1","7","3","2","9","3","2","2","2","2","2","2","3","2","4","3","2","I got angry and hurt when my family all got together at the beach, which isn't far from me, without inviting me. They shared pictures on Facebook and it was just very rude and thoughtless of them. ","","","","4","3","6","8","10","0","2","1","7","7","7","6"
"1307","1975","1","2","5","1","1","1","1","1","1","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","1","-99","-99","-99","-99","-99","-99","-99","-99","-99","1","1","3","1","1","2","2","1","2","2","1","1","1","1","","","Wen They talk about immigrants when they  talk about taxes get higher when the rent gets more spenseve instead to give us more money and our taxes when I can have insurance even Obamacare for me is not good I dont get enough money to pay for it ","","1","1","1","9","8","8","1","1","1","1","1","1"
"1308","1965","1","1","6","6","4","4","2","4","4","4","3","3","3","3","3","4","4","2","2","2","2","4","2","2","2","3","2","4","3","5","4","5","5","4","4","4","4","1","4","4","2","1","2","2","1","4","2","1","5","1","1","Give me a break.  You are asking me to write about irrelevant things.  ","","","","4","1","7","5","5","5","1","1","6","4","2","2"
"1309","1948","1","1","1","4","5","6","4","4","1","1","1","2","2","4","3","3","5","4","5","4","1","4","1","-99","3","3","2","6","5","7","6","6","4","7","2","5","2","1","9","3","2","2","2","2","1","2","3","2","5","3","3","","","","i am thinking more about this election than i have any  other.........usually when the election for president is about to happen you have two candidates and it is very easy to pick a side........but this election, both candidates are so shaky it is more difficult to pick a side....","2","3","5","4","4","5","1","4","6","6","6","6"
"1310","1982","1","1","3","4","2","3","9","4","4","5","5","5","4","4","4","4","5","4","4","4","5","2","2","2","2","3","4","5","6","6","6","6","6","6","5","5","5","1","1","5","1","1","1","1","1","2","1","1","2","1","1","","","I was upset when Trump was talking very rudely.","","2","2","1","7","6","6","2","1","2","1","1","1"
"1311","1959","1","1","1","4","5","7","12","1","1","1","1","1","5","5","5","5","5","1","1","1","1","1","5","5","5","5","5","7","2","7","1","4","3","2","1","7","6","1","18","1","2","2","2","2","1","2","1","2","4","3","4","CAN NOT REMEMBER ","","","","1","3","1","8","8","2","1","4","7","7","7","7"
"1312","1970","1","2","1","3","1","1","7","5","5","4","4","4","1","3","3","2","3","3","4","3","1","4","1","1","1","3","3","7","1","7","5","4","1","7","1","4","1","1","1","2","2","2","2","1","1","2","2","1","2","1","3","","","","I am disgusted by the two candidates that we can choose from for president. There should be a better representation of human beings in this large country and yet we have to make a lesser of two evils decision at the polls. ","6","2","7","8","6","2","1","4","7","7","7","7"
"1313","1953","1","2","1","4","4","4","10","4","4","3","3","4","3","3","3","3","3","2","2","4","2","2","1","4","4","4","4","6","5","7","5","5","2","6","2","6","6","2","2","1","2","2","2","2","1","4","1","1","3","3","2","","I had a cup of coffee with 2% milk and splenda.  With it I had a portuguese muffin (sort of like an english muffin) with butter.  We don't always have these in the house, so it was a treat to have it this morning.","","","2","2","4","6","7","2","1","4","7","7","7","7"
"1314","1985","1","2","1","4","6","6","7","2","4","2","4","2","4","5","3","4","4","2","2","2","1","1","5","5","5","5","5","5","1","7","3","6","5","7","3","6","3","1","9","6","2","1","2","1","1","1","2","2","3","2","4","","For breakfast I had 2 slices of gluten free toast with dairy free butter. I felt rushed eating my breakfast because I overslept and had to catch up to the rest of my day. I had to stop and start eating multiple times to get other things done because I was rushed and getting my children ready for the day also.","","","2","4","7","7","5","2","1","1","7","3","5","5"
"1315","1946","1","2","1","4","6","5","7","3","1","1","1","1","4","4","4","4","3","1","2","2","1","1","5","5","4","4","5","4","1","7","1","4","6","6","1","6","4","1","14","1","2","2","2","2","1","4","2","1","3","3","3","I work in the healthcare field.  I told my husband about a patient's diagnosis.  He later went to the barbershop and repeated what I had told him.  This could have cost me my job.  His defense was that I did not specifically tell him not to repeat it!","","","","4","1","5","6","7","0","2","7","7","7","7","7"
"1316","1971","1","1","1","1","5","6","7","5","3","3","2","2","3","4","4","2","4","1","2","2","1","1","2","3","2","4","3","5","3","5","2","6","3","6","3","5","4","2","18","5","2","2","2","2","1","2","1","1","4","3","3","When I see Hillary Clinton saying what difference does it make, those men did not need to die . I just feel she should have showed more compassion for the families. ","","","","1","3","1","10","10","10","1","3","5","5","7","7"
"1317","1954","1","2","1","3","7","6","5","2","3","2","2","2","4","5","3","3","3","1","2","1","1","1","4","4","4","5","3","3","2","5","2","5","4","7","3","7","2","1","18","4","2","1","2","2","1","1","2","2","3","3","4","","","The last 8 years have been critically detrimental to the constitution and American security, jobs and morality of it's citizens.","","1","1","1","9","7","0","1","2","7","3","7","7"
"1318","1950","1","1","1","3","6","6","5","3","1","3","1","1","1","3","1","3","3","3","3","1","1","3","1","3","3","3","3","4","4","4","4","4","4","4","4","4","4","1","14","1","2","2","2","2","1","2","1","3","4","3","3","","","","what the people can do and there capablites. if they are up to the job . ablitity to work with others.","2","3","4","6","6","6","1","4","4","4","4","4"
"1319","1957","1","2","1","3","7","2","5","3","3","2","2","2","5","5","3","3","4","1","1","2","1","1","1","4","4","4","4","6","1","7","2","6","4","7","1","5","2","1","18","6","2","2","2","2","1","2","2","1","3","3","1","","","I do not like Hillary Clinton's ads on TV about putting Donald Trump down.  She has done enough damage over the years.","","1","2","1","6","10","1","1","2","7","3","7","7"
"1320","1965","1","2","1","2","2","4","11","4","3","1","2","2","5","5","4","5","4","1","1","1","1","1","5","5","5","5","5","6","2","6","2","6","4","6","1","6","5","1","2","3","2","1","2","2","1","4","2","1","3","1","2","","","","Had a discussion with co-workers, all 3 were young enough to be my children.  Was very impressed that they were taking the candidates and their stances seriously.","2","3","7","7","8","3","1","1","7","4","7","7"
